Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2006-01-06 00:00:00+05:30,2810.0,3000.0,2415.0,2510.0,134165,0.0,0.0,0.0
2006-01-09 00:00:00+05:30,2590.0,3010.0,2550.0,3010.0,35276,0.0,0.0,0.0
2006-01-10 00:00:00+05:30,3270.0,3580.0,3255.0,3375.0,74009,0.0,0.0,0.0
2006-01-12 00:00:00+05:30,3340.0,3550.0,3220.0,3385.0,26856,0.0,0.0,0.0
2006-01-13 00:00:00+05:30,3430.0,3600.0,3410.0,3530.0,28658,0.0,0.0,0.0
2006-01-16 00:00:00+05:30,3610.0,4165.0,3590.0,4055.0,54814,0.0,0.0,0.0
2006-01-17 00:00:00+05:30,4215.0,4310.0,3960.0,4040.0,45884,0.0,0.0,0.0
2006-01-18 00:00:00+05:30,4060.0,4080.0,3610.0,3725.0,32750,0.0,0.0,0.0
2006-01-19 00:00:00+05:30,3765.0,3870.0,3625.0,3815.0,19129,0.0,0.0,0.0
2006-01-20 00:00:00+05:30,3815.0,4575.0,3815.0,4515.0,51746,0.0,0.0,0.0
2006-01-23 00:00:00+05:30,4665.0,5255.0,4500.0,5135.0,72229,0.0,0.0,0.0
2006-01-24 00:00:00+05:30,5200.0,5290.0,4765.0,4825.0,44391,0.0,0.0,0.0
2006-01-25 00:00:00+05:30,4870.0,4970.0,4650.0,4695.0,30200,0.0,0.0,0.0
2006-01-27 00:00:00+05:30,4755.0,5160.0,4710.0,4995.0,42459,0.0,0.0,0.0
2006-01-30 00:00:00+05:30,5100.0,5115.0,4710.0,4755.0,17029,0.0,0.0,0.0
2006-01-31 00:00:00+05:30,4785.0,4940.0,4750.0,4780.0,11139,0.0,0.0,0.0
2006-02-01 00:00:00+05:30,4825.0,5120.0,4655.0,4725.0,42926,0.0,0.0,0.0
2006-02-02 00:00:00+05:30,4905.0,4950.0,4750.0,4855.0,13204,0.0,0.0,0.0
2006-02-03 00:00:00+05:30,4895.0,4900.0,4630.0,4680.0,8319,0.0,0.0,0.0
2006-02-06 00:00:00+05:30,4720.0,5130.0,4600.0,5000.0,28549,0.0,0.0,0.0
2006-02-07 00:00:00+05:30,5000.0,5045.0,4710.0,4745.0,7099,0.0,0.0,0.0
2006-02-08 00:00:00+05:30,4770.0,4885.0,4625.0,4660.0,6222,0.0,0.0,0.0
2006-02-10 00:00:00+05:30,4705.0,4960.0,4690.0,4790.0,9744,0.0,0.0,0.0
2006-02-13 00:00:00+05:30,4790.0,5190.0,4790.0,5020.0,28808,0.0,0.0,0.0
2006-02-14 00:00:00+05:30,5050.0,5780.0,4990.0,5380.0,55049,0.0,0.0,0.0
2006-02-15 00:00:00+05:30,5300.0,5400.0,4815.0,4880.0,18033,0.0,0.0,0.0
2006-02-16 00:00:00+05:30,4895.0,4900.0,4155.0,4650.0,13220,0.0,0.0,0.0
